1,16,1
2,10,25
3,3,5
4,2,22
5,4,9
6,27,26
7,5,23
8,23,28
9,21,7
10,11,5
11,6,25
12,9,2
13,3,22
14,27,1
15,15,28
16,3,13
17,3,5
18,13,27
19,14,15
20,6,30
21,6,3
22,27,23
23,27,3
24,5,5
25,22,12
26,6,2
27,30,24
28,10,10
29,22,2
30,21,20
31,16,25
32,23,22
33,7,17
34,17,19
35,24,3
36,8,21
37,13,3
38,7,23
39,3,12
40,1,13
41,28,25
42,22,5
43,26,15
44,13,18
45,7,24
46,10,14
47,3,22
48,21,6
49,22,18
50,10,20
51,13,10
52,24,10
53,10,1
54,19,26
55,15,11
56,29,28
57,18,28
58,25,2
59,5,29
60,16,15
61,9,9
62,21,1
63,23,28
64,17,28
65,29,15
66,14,12
67,7,14
68,2,6
69,28,2
70,21,9
71,17,19
72,2,14
73,25,11
74,2,22
75,29,20
76,5,29
77,21,23
78,6,13
79,3,9
80,5,15
81,10,27
82,22,13
83,27,19
84,11,8
85,20,8
86,22,12
87,22,14
88,23,28
89,20,6
90,11,11
91,22,17
92,6,29
93,29,28
94,22,9
95,16,8
96,30,23
97,26,1
98,29,7
99,6,18
100,16,16
101,25,27
102,11,15
103,12,19
104,20,8
105,3,13
106,1,10
107,9,23
108,10,16
109,19,7
110,5,6
111,8,24
112,19,9
113,27,4
114,8,27
115,22,19
116,4,24
117,30,4
118,19,29
119,3,14
120,14,10
121,16,10
122,16,9
123,26,30
124,7,14
125,11,14
126,5,5
127,28,25
128,22,7
129,11,15
130,1,28
131,24,25
132,30,17
133,4,9
134,27,21
135,7,3
136,26,24
137,8,15
138,2,12
139,4,9
140,27,24
141,12,30
142,21,20
143,29,25
144,14,15
145,6,13
146,25,23
147,20,3
148,18,8
149,30,27
150,4,7
151,11,28
152,7,24
153,6,24
154,29,29
155,19,25
156,25,23
157,19,2
158,9,8
159,4,28
160,1,14
161,23,17
162,21,30
163,7,7
164,11,10
165,9,29
166,30,3
167,24,21
168,17,8
169,20,3
170,25,8
171,25,23
172,23,25
173,21,30
174,6,3
175,4,16
176,25,7
177,21,21
178,3,21
179,4,27
180,26,1
181,22,8
182,13,9
183,20,14
184,6,29
185,10,11
186,17,23
187,3,28
188,15,10
189,20,22
190,14,10
191,17,24
192,4,4
