1,10,15
2,27,22
3,25,7
4,15,9
5,14,5
6,10,4
7,4,12
8,19,4
9,9,7
10,19,25
11,29,3
12,5,6
13,16,6
14,19,16
15,4,12
16,5,15
17,6,3
18,30,1
19,3,13
20,13,16
21,22,8
22,14,29
23,21,5
24,3,25
25,25,5
26,10,21
27,19,20
28,25,26
29,5,11
30,5,20
31,30,14
32,22,26
33,10,13
34,10,11
35,10,23
36,1,24
37,30,8
38,8,19
39,29,18
40,6,21
41,1,24
42,10,23
43,21,22
44,3,13
45,15,9
46,19,12
47,6,20
48,20,24
49,15,6
50,14,13
51,5,24
52,20,25
53,16,13
54,14,3
55,28,3
56,4,20
57,27,20
58,11,12
59,19,9
60,14,28
61,23,24
62,11,29
63,16,28
64,21,29
65,19,10
66,28,23
67,12,23
68,18,8
69,22,3
70,13,22
71,21,19
72,24,19
73,10,6
74,9,16
75,29,21
76,2,1
77,26,23
78,28,2
79,27,3
80,11,24
81,5,22
82,17,18
83,23,29
84,5,6
85,14,28
86,6,8
87,8,2
88,28,6
89,24,4
90,6,12
91,29,5
92,23,5
93,20,10
94,7,24
95,23,22
96,1,29
97,12,28
98,25,19
99,19,20
100,12,24
101,15,26
102,28,13
103,10,14
104,17,16
105,20,25
106,18,9
107,18,11
108,25,25
109,23,21
110,19,20
111,12,18
112,18,28
113,24,26
114,26,20
115,2,11
116,9,27
117,15,10
118,10,6
119,8,5
120,26,18
121,28,23
122,18,27
123,22,22
124,8,4
125,28,10
126,7,17
127,21,16
128,24,10
129,22,13
130,26,12
131,29,9
132,19,7
133,24,28
134,17,8
135,26,14
136,2,17
137,6,25
138,26,23
139,8,27
140,9,6
141,18,1
142,10,16
143,11,1
144,30,9
145,8,5
146,8,26
147,15,11
148,30,9
149,12,27
150,18,9
151,21,24
152,10,17
153,11,16
154,24,15
155,27,6
156,6,26
157,27,23
158,24,6
159,1,13
160,21,26
161,7,12
162,4,11
163,22,15
164,29,29
165,4,4
166,11,24
167,4,5
168,27,30
169,27,22
170,28,19
171,13,18
172,17,3
173,9,8
174,9,10
175,24,8
176,17,17
177,17,7
178,23,14
179,24,15
180,10,14
181,29,12
182,21,25
183,16,11
184,19,17
185,16,5
186,27,29
187,4,29
188,3,3
189,1,21
190,13,2
191,18,11
192,16,25
193,18,30
194,6,11
195,6,19
196,4,17
197,15,9
198,6,18
199,30,27
200,7,5
201,15,19
202,5,17
203,25,6
204,8,20
205,11,4
206,28,13
207,13,5
208,9,14
209,19,15
210,12,6
211,3,25
212,9,10
213,1,7
214,28,13
215,26,29
216,20,23
217,30,19
218,23,3
219,22,12
220,11,16
221,26,20
222,1,7
223,30,14
224,18,6
225,17,7
226,21,1
227,15,9
228,2,10
229,21,4
230,3,29
231,15,21
232,23,8
233,13,12
234,15,3
235,9,17
236,12,1
237,21,9
238,14,8
239,1,18
240,18,12
241,3,10
242,13,6
243,27,14
244,22,25
245,17,22
246,11,17
247,19,5
248,10,28
249,23,8
250,27,30
251,1,16
252,25,26
253,12,26
254,23,29
255,23,12
256,14,14
257,7,19
258,29,12
259,15,30
260,24,14
261,24,2
262,28,29
263,12,27
264,3,17
265,29,27
266,27,4
267,4,27
268,11,20
269,24,24
270,22,5
271,21,20
272,27,1
273,25,30
274,29,3
275,24,16
276,18,13
277,18,5
278,26,20
279,22,14
280,6,23
281,23,15
282,23,27
283,12,11
284,8,26
285,7,1
286,3,9
287,9,9
288,9,30
289,11,4
290,7,28
291,7,7
292,4,7
293,26,18
294,3,20
295,22,18
296,19,19
297,19,19
298,29,20
299,13,28
300,7,9
301,27,22
302,16,11
303,30,11
304,4,30
305,9,21
306,1,1
307,24,24
308,16,10
309,18,19
310,22,30
311,6,22
312,16,7
313,16,13
314,9,27
315,11,15
316,29,23
317,11,8
318,15,30
319,4,8
320,12,21
321,25,9
322,14,30
323,13,20
324,28,14
325,25,13
326,9,18
327,13,4
328,8,4
329,13,24
330,7,30
331,13,20
332,15,6
333,16,30
334,18,27
335,8,11
336,15,15
337,6,30
338,17,20
339,9,2
340,2,4
341,7,19
342,10,4
343,14,3
344,26,15
345,10,12
346,1,7
347,1,1
348,3,10
349,12,9
350,6,7
351,3,26
352,4,7
353,2,22
354,7,23
355,5,10
356,29,24
357,7,13
358,11,13
359,30,28
360,15,5
361,8,24
362,3,30
363,8,29
364,6,16
365,22,13
366,14,11
367,18,24
368,23,24
369,25,16
370,27,16
371,30,30
372,5,19
373,15,7
374,11,13
375,14,15
376,27,9
377,30,15
378,6,7
379,15,24
380,6,5
381,1,29
382,8,27
383,11,9
384,22,23
385,24,30
386,22,12
387,3,4
388,17,4
389,23,25
390,6,28
391,13,12
392,17,24
393,29,14
394,12,26
395,3,10
396,10,25
397,17,13
398,25,30
399,20,14
400,2,6
401,7,2
402,29,23
403,10,21
404,20,24
405,15,28
406,30,23
407,7,19
408,23,11
409,25,12
410,19,12
411,15,19
412,26,12
413,17,29
414,27,19
415,4,18
416,5,11
417,11,15
418,7,17
419,18,12
420,18,17
421,12,25
422,28,27
423,16,2
424,17,5
425,18,30
426,9,5
427,19,12
428,20,23
429,5,14
430,25,15
431,29,30
432,6,15
433,27,10
434,21,30
435,19,10
436,26,26
437,24,27
438,25,28
439,3,14
440,2,15
441,15,18
442,14,5
443,21,4
444,5,11
445,26,18
446,23,1
447,13,29
448,28,7
449,30,4
450,22,9
451,9,10
452,18,27
453,28,5
454,11,7
455,24,1
456,20,15
457,12,10
458,26,22
459,28,7
460,27,11
461,18,14
462,13,7
463,13,21
464,6,25
465,11,8
466,7,9
467,13,10
468,13,15
469,19,29
470,5,4
471,10,28
472,8,7
473,13,26
474,15,15
475,26,29
476,8,1
477,5,17
478,8,6
479,22,26
480,20,17
481,30,11
482,6,4
483,21,5
484,5,30
485,12,23
486,25,11
487,18,4
488,8,7
489,25,17
490,11,2
491,22,14
492,14,2
493,25,3
494,5,17
495,12,5
496,4,6
497,16,26
498,12,9
499,12,14
500,3,28
501,30,24
502,6,13
503,14,3
504,21,25
505,1,4
506,16,2
507,17,11
508,20,23
509,7,13
510,19,1
511,23,13
