1,19,20
2,9,24
3,15,20
4,6,1
5,18,8
6,17,2
7,12,30
8,9,13
9,25,19
10,1,12
11,21,26
12,8,15
13,12,26
14,16,15
15,2,14
16,28,20
17,8,21
18,29,5
19,6,24
20,4,22
21,30,15
22,4,12
23,26,17
24,19,21
25,6,26
26,25,3
27,30,7
28,3,7
29,30,7
30,19,11
31,28,1
32,9,13
33,9,19
34,30,30
35,15,27
36,24,5
37,27,28
38,14,30
39,26,21
40,14,7
41,25,21
42,3,3
43,21,30
44,19,21
45,2,24
46,27,1
47,18,14
48,14,11
49,23,14
50,16,5
51,25,13
52,12,2
53,29,22
54,10,9
55,1,21
56,11,3
57,4,26
58,11,24
59,8,24
60,30,7
61,17,5
62,4,30
63,4,5
64,2,18
65,28,18
66,22,9
67,11,6
68,5,20
69,15,18
70,12,1
71,24,7
72,23,11
73,3,4
74,16,27
75,24,13
76,10,7
77,22,3
78,27,12
79,19,13
80,14,28
81,3,4
82,8,12
83,26,10
84,4,6
85,21,26
86,28,5
87,9,29
88,16,5
89,26,8
90,15,19
91,13,21
92,25,2
93,25,15
94,4,21
95,10,1
96,10,22
97,1,16
98,18,4
99,17,25
100,6,19
101,3,26
102,12,5
103,6,27
104,2,24
105,10,1
106,30,29
107,6,11
108,6,22
109,26,20
110,19,26
111,26,22
112,27,20
113,26,3
114,10,2
115,24,15
116,15,19
117,7,23
118,25,15
119,25,9
120,29,4
121,7,28
122,24,27
123,25,9
124,13,25
125,29,15
126,8,23
127,26,5
128,23,3
129,24,26
130,28,15
131,4,13
132,23,15
133,18,14
134,28,3
135,16,28
136,25,5
137,11,14
138,25,30
139,10,3
140,3,12
141,12,30
142,2,30
143,27,9
144,17,27
145,27,14
146,10,28
147,26,28
148,18,24
149,15,15
150,17,17
151,13,26
152,23,30
153,10,17
154,20,5
155,8,28
156,15,16
157,30,15
158,22,7
159,23,21
160,12,4
161,26,6
162,4,9
163,4,29
164,9,26
165,22,30
166,16,11
167,8,30
168,27,20
169,17,10
170,29,10
171,6,20
172,29,27
173,30,30
174,19,13
175,22,9
176,5,13
177,10,3
178,26,1
179,1,22
180,20,4
181,5,2
182,16,26
183,12,23
184,27,20
185,4,15
186,23,26
187,30,22
188,4,19
189,19,5
190,23,22
191,21,6
192,22,3
193,7,29
194,13,28
195,24,1
196,8,5
197,22,17
198,29,22
199,3,30
200,17,20
201,15,1
202,5,1
203,15,16
204,9,1
205,28,25
206,29,24
207,9,26
208,2,19
209,20,24
210,5,20
211,2,23
212,27,18
213,4,17
214,25,29
215,12,6
216,4,28
217,11,8
218,1,17
219,27,11
220,18,12
221,16,4
222,11,24
223,16,8
224,23,3
225,27,3
226,17,13
227,16,23
228,14,12
229,4,28
230,13,17
231,10,1
232,20,9
233,3,22
234,20,21
235,15,3
236,28,1
237,10,14
238,5,17
239,24,17
240,23,11
241,17,12
242,2,11
243,21,19
244,8,28
245,12,30
246,6,4
247,3,27
248,22,8
249,15,19
250,25,27
251,10,15
252,16,10
253,23,10
254,11,18
255,5,7
256,5,14
257,28,20
258,22,14
259,19,9
260,8,16
261,29,5
262,1,21
263,11,26
264,29,12
265,27,20
266,13,13
267,9,21
268,27,20
269,4,30
270,10,7
271,10,19
272,5,1
273,8,22
274,21,15
275,10,27
276,2,14
277,28,12
278,10,24
279,23,7
280,22,3
281,14,14
282,3,1
283,7,11
284,25,23
285,29,30
286,18,18
287,11,18
288,4,30
289,14,28
290,25,24
291,8,1
292,13,16
293,9,12
294,9,4
295,7,3
296,6,4
297,5,26
298,1,25
299,8,17
300,11,27
301,22,8
302,12,6
303,26,8
304,5,9
305,4,18
306,29,20
307,2,25
308,27,2
309,22,24
310,18,5
311,5,22
312,26,18
313,15,8
314,8,19
315,21,27
316,12,20
317,28,17
318,1,30
319,27,6
320,26,4
321,19,5
322,1,21
